name	JSJH_P_2	AHHS_W_3	SXXY_W_4	HNSX_W_10	AHSZ_W_5	HNSX_P_16	SXYZ_P_7	HBYX_P_5	SXXY_W_3	AHJZ_P_17	HNSX_W_20	SXXY_W_2	HBLT_W_4	HBLT_W_1	JSTS_W_49	AHSZ_W_2	HBHA_P_9	HNSX_W_18	HBHM_W_14	HBHM_W_9	HBHA_P_3	HBHA_P_4	JSTS_W_48	HBLT_W_5	AHHS_W_1	JSJH_P_8	HNSX_W_15	AHJZ_P_21	HBYX_P_2	JSTS_W_45	SXYZ_P_15	HBYX_W_14	HBHM_W_6	AHYX_P_18	JSJR_P_6	HNSX_P_3	AHYX_P_9	HBYX_W_21	SXXY_W_6	JSTS_W_44	HBHM_W_1	AHSZ_W_3	JSJH_P_4	HBLT_W_3	AHYX_P_5	HNSX_W_8	JSJR_P_3	HNSX_P_20	HNSX_P_6	AHHS_W_2	HBYX_W_17	AHSZ_W_4	HBYX_P_4	JSJR_P_5	SXYZ_P_13	JSJR_P_14	HBLT_W_2	HNSX_P_7	JSJH_P_5	AHHS_W_4	AHSZ_W_1	AHJZ_P_13	HBHA_P_12	JSJH_P_3	JSTS_W_47	HBYX_P_1	HBHA_P_2	HBYX_P_3	SXXY_W_1	AHYX_P_7
g__Abditibacterium	0	2	0	4	0	7	0	1	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	1	0	0	18	9	47	0	0	0	26	0	0	0	0	2	0	0	0	0	0	0	3	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	7	0
g__norank_o__AKIW659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Bryobacter	2	56	2	18	61	0	0	2	0	64	32	0	51	42	0	54	27	20	129	87	33	15	34	137	6	0	65	0	6	1	0	2	21	4	84	0	0	2	3	48	228	156	22	7	22	266	0	0	4	16	16	52	0	57	23	10	36	51	0	11	95	10	17	0	0	29	134	0	0	0
g__Paludibaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__unclassified_f__Bryobacteraceae	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__norank_o__Elev-16S-1166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__norank_o__PAUC26f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Candidatus_Solibacter	9	39	11	34	39	0	0	0	2	5	31	0	16	83	10	24	24	8	175	28	0	1	11	30	4	0	8	0	4	2	0	19	10	15	31	65	0	10	2	42	34	79	0	7	0	254	0	0	0	49	49	24	0	34	0	0	98	8	0	19	90	0	0	0	18	0	10	17	10	0
g__norank_o__Subgroup_12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
g__norank_o__Subgroup_13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__norank_o__Subgroup_15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__norank_o__Subgroup_2	6	109	0	0	350	0	18	0	5	16	11	0	140	82	32	103	46	30	108	168	41	1	15	145	7	24	4	0	0	0	0	35	136	0	33	41	0	4	5	33	123	116	0	45	0	214	10	4	0	106	28	7	0	27	24	5	286	7	36	139	49	0	82	0	0	40	31	15	21	27
g__Acidicapsa	0	12	0	5	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	12	0	2	0	0	0	0	0	0	0	0	0	0	11	2	0	0	0	0	0	0	0	0	7	0	0	0
g__Edaphobacter	0	1	4	2	6	0	0	0	0	0	0	0	0	19	0	0	0	5	8	13	0	0	0	32	0	0	2	0	0	0	0	0	3	1	17	0	0	0	0	0	0	6	0	0	0	21	14	0	4	3	0	0	0	5	0	0	322	0	0	0	0	0	0	0	0	0	16	0	0	0
g__Granulicella	0	2	0	23	58	0	0	0	0	0	959	0	27	0	0	10	0	0	19	16	0	0	0	128	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	2	27	0	0	10	124	15	1	3	5	0	9	0	5	0	0	201	4	0	12	0	0	0	0	0	0	4	0	0	0
g__Occallatibacter	4	26	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	5	0	0	0	0	0	2	5	0	21	0	0	0	0	0	5	42	0	10	0	38	0	2	0	4	0	3	0	0	0	0	12	0	0	0	0	0	0	0	0	0	5	0	0	0
g__Silvibacterium	0	0	0	0	4	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Terracidiphilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Terriglobus	6	10	0	0	5	0	7	0	1	41	18	0	3	24	0	0	11	0	0	0	50	10	0	53	5	0	0	22	0	0	0	0	0	6	32	8	0	0	0	0	3	1	0	0	0	0	0	0	24	6	0	0	0	5	0	10	0	25	0	0	0	0	0	0	0	0	52	0	0	8
g__norank_f__Acidobacteriaceae_(Subgroup_1)	0	2	0	5	31	0	0	0	0	0	25	0	8	0	0	0	0	0	0	28	0	15	0	31	0	0	3	0	0	0	20	0	14	1	0	0	0	0	1	17	20	55	0	19	0	37	0	0	0	0	5	3	0	0	0	0	32	1	0	7	3	0	0	0	0	0	3	0	0	0
g__unclassified_f__Acidobacteriaceae_(Subgroup_1)	0	5	12	0	49	0	17	0	0	27	155	0	0	0	0	0	0	0	5	2	13	3	7	6	0	3	0	0	0	6	0	2	3	0	58	21	0	0	5	0	5	47	0	36	0	286	0	0	0	4	0	12	0	21	0	0	30	8	0	0	5	0	10	0	0	0	0	0	0	0
g__Candidatus_Koribacter	0	2	0	0	12	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	11	0	0	0	6	0	12	0	7	0	0	11	2	0	5	0	0	21	0	0	0	0	0	0	0
g__norank_o__Terriglobales	0	52	0	2	176	0	9	0	0	6	0	24	80	38	0	5	0	0	24	29	2	0	0	38	7	48	17	0	0	0	0	25	41	0	43	19	0	7	0	10	5	28	0	8	0	115	0	1	1	16	22	0	0	7	0	4	96	3	95	16	70	0	0	0	2	0	0	5	0	0
g__unclassified_o__Terriglobales	0	2	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	6	0	0	8	0	0	0	0	0	2	7	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
g__unclassified_c__Acidobacteriae	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__norank_o__11-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
g__Holophaga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__norank_f__Holophagaceae	3	0	8	0	0	6	8	0	0	1	11	0	0	25	0	9	0	9	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	11	0	24	2	2	0	0	0	0	0	6	0	8	0	0	0	0	0	0	19	26	0	0	0	0	0	5	0	13	0	4	3	0	12	0	0
g__unclassified_f__Holophagaceae	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
g__norank_o__Subgroup_7	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	19	0	0	0	7	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
g__norank_c__Subgroup_11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	14	0	0
g__norank_c__Subgroup_22	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
g__norank_c__Subgroup_25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__norank_c__Subgroup_5	0	3	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	3	3	0	0	0	0	3	0	12	0	4	0	0	0	0	0	0	0	0	15	0	0	0	19	0	11	0	0	0	8	3	0	0	2	0	0	0	0	0
g__Subgroup_10	0	12	0	0	0	0	43	5	1	0	3	0	9	6	0	0	0	0	0	0	0	0	155	0	49	0	0	0	13	0	0	6	0	0	9	0	0	5	0	19	0	38	0	0	18	0	0	0	2	10	0	0	26	6	83	1	0	0	0	0	4	0	0	0	0	0	0	30	0	0
g__unclassified_p__Acidobacteriota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Acidiferrimicrobium	0	44	54	0	43	6	3	4	32	17	19	0	13	36	0	3	15	68	19	14	0	1	0	12	4	0	44	13	5	0	0	3	10	8	21	5	0	4	78	16	0	173	0	0	12	26	8	0	8	8	94	13	3	21	17	1	31	7	4	0	16	11	0	0	0	0	1	7	39	0
g__norank_f__Acidimicrobiaceae	0	12	25	0	24	0	0	3	10	4	14	10	27	12	0	0	4	0	0	0	18	2	0	6	3	18	0	0	0	0	0	0	5	0	19	0	7	0	14	8	0	60	0	1	0	0	8	0	7	0	0	12	0	0	8	0	0	3	0	6	17	0	0	0	0	0	1	15	39	0
g__unclassified_f__Acidimicrobiaceae	0	0	0	0	5	0	0	0	0	0	3	0	12	18	0	12	0	0	0	0	8	0	0	8	0	0	0	0	0	0	10	21	2	0	0	0	0	0	0	0	0	11	0	0	0	5	0	0	0	0	0	0	0	0	0	0	16	0	0	4	0	0	0	0	0	0	0	0	0	0
g__norank_o__Actinomarinales	0	0	4	0	0	0	38	0	3	0	8	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0
g__Aquihabitans	0	0	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Iamia	0	4	10	0	0	0	20	0	12	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	11	10	0	0	0	0	0	15	0	3	1	3	0	0	0	0	0	0	0	0	2	0	6	0	1	0	0	25	0	0	0	0	0	5	0	0	0	0	0	0	4	6	0
g__unclassified_f__Iamiaceae	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__CL500-29_marine_group	7	0	36	0	0	0	18	0	22	8	2	0	0	0	0	0	0	8	0	0	0	0	0	0	3	0	10	0	1	0	0	0	0	26	0	0	11	0	30	0	0	0	0	0	13	0	10	0	3	11	4	0	18	14	0	2	0	10	0	4	0	13	0	0	0	0	0	8	67	0
g__Desertimonas	0	0	36	0	0	3	51	9	57	0	0	41	0	0	0	0	0	1	0	10	0	0	0	4	0	0	5	10	59	0	0	0	0	0	0	0	0	0	2	22	0	0	0	0	20	0	0	0	0	10	49	0	0	17	10	1	0	0	0	0	0	0	0	0	0	0	0	18	1	0
g__Ilumatobacter	0	0	21	0	0	0	86	3	40	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	111	0	38	0	0	0	0	0	0	0	11	0	0	0	0	0	9	0	0	0	0	0	11	0	49	0	68	0	0	0	0	0	0	0	0	0	0	0	0	38	7	0
g__norank_f__Ilumatobacteraceae	3	3	49	0	0	143	10	3	17	29	8	0	0	0	16	0	11	27	0	0	0	27	0	23	0	0	0	0	66	0	7	0	0	6	11	0	0	16	55	8	1	15	0	0	20	0	0	3	18	4	21	5	0	17	70	30	10	8	0	0	1	52	0	0	17	22	0	26	23	0
g__unclassified_f__Ilumatobacteraceae	0	0	5	0	0	0	0	0	16	0	5	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__IMCC26207	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__norank_f__Microtrichaceae	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	8	4	10	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
g__unclassified_f__Microtrichaceae	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__norank_o__Microtrichales	2	0	33	0	0	0	0	0	6	2	0	0	30	17	0	0	0	5	0	3	0	0	0	0	0	0	0	0	1	0	0	0	6	0	4	0	0	0	20	50	0	1	0	0	0	0	4	0	0	2	24	0	14	0	0	0	4	0	16	0	12	0	0	0	0	0	0	19	0	10
g__unclassified_o__Microtrichales	13	41	131	0	0	13	36	3	114	9	21	0	0	15	0	0	0	76	13	0	0	0	0	28	13	0	10	0	35	0	9	5	0	0	5	0	0	1	79	152	0	0	0	0	0	4	13	0	9	16	93	0	17	5	34	0	11	0	0	9	0	40	0	0	0	4	0	52	44	0
g__unclassified_c__Acidimicrobiia	0	8	47	0	0	17	10	0	60	17	3	0	9	0	0	0	0	0	0	0	0	0	0	11	3	0	32	0	16	0	6	12	10	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	1	15	0	18	6	17	4	0	0	1	17	0	0	0	0	0	0	0	10	6	0
g__norank_o__0319-7L14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	10	0	0
g__Actinomyces	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0
g__Arcanobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Schaalia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Varibaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Winkia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Bifidobacterium	19	2	5	2	0	3	44	3	0	20	1	52	65	55	0	0	10	7	10	77	0	3	33	5	0	0	19	18	14	16	9	22	57	11	13	30	8	0	12	9	1	13	0	1	89	15	75	19	1	0	0	11	0	147	14	5	1	1	18	0	0	1	22	23	0	55	0	118	0	74
g__norank_f__Bifidobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Actinocrinis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	4	11	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	6	22	0	0	6	0	0	0	0	0	0	0	0	5	0	0	0
g__Actinospica	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	10	2	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
g__norank_f__Actinospicaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
g__unclassified_f__Actinospicaceae	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	6	0	0	0
g__Catenulispora	3	0	0	0	0	0	0	0	0	5	0	0	0	0	0	21	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	10	0	14	0	0	0	0	15	0	0	7	0	0	0	0	0	3	0	2	0	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	14
g__norank_o__Elev-16S-976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
g__norank_f__Euzebyaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Acidothermus	21	556	13	269	942	7	32	0	3	137	30	0	61	157	0	130	26	0	601	158	13	599	42	227	4	0	0	16	0	0	15	27	109	10	26	0	0	0	7	0	291	962	0	105	0	111	14	1	4	35	20	364	1	7	0	0	1952	39	54	67	746	0	7	0	13	0	186	0	12	0
g__Cryptosporangium	1267	0	0	0	0	0	0	0	50	3	0	0	0	0	0	0	0	23	0	0	0	0	0	3	0	0	0	0	0	0	0	5	0	0	0	0	80	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	4	33	0
g__Frankia	12	0	5	0	0	0	8	0	7	6	0	0	0	0	0	0	34	0	0	0	0	33	0	15	0	0	0	0	1	0	50	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0	2	0	0	0	1	0	3	18	27	7	5	22	0	0	0
g__Jatrophihabitans	36	85	0	16	17	29	0	0	5	235	100	0	75	53	0	32	65	7	9	69	21	107	0	186	17	0	26	14	0	0	0	4	16	0	55	19	0	1	6	25	2	57	13	7	1	94	5	2	14	32	23	7	14	59	0	5	9	196	5	14	0	151	49	9	10	9	129	0	390	0
g__unclassified_f__Frankiaceae	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
g__Blastococcus	0	2	0	0	0	0	86	3	11	0	0	0	17	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3	0	18	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	6	22	0	9	0	0	0	0	0	0	0	0	0	0	6	0	0
g__Geodermatophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Klenkia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Modestobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__unclassified_f__Geodermatophilaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	31	0	9	0	0
g__Nakamurella	0	8	3	0	0	0	35	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	23	4	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	45	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
g__Vallicoccus	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0
g__Candidatus_Planktophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Longivirga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Sporichthya	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	48	7	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	4	7	0	8	9	15	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
g__hgcI_clade	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
g__norank_f__Sporichthyaceae	1	0	26	0	0	0	8	0	0	0	0	0	8	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	3	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0
g__unclassified_f__Sporichthyaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	43	0	2	0	0	0	0	0
