function	description	AHHS_W_1S	AHHS_W_2S	AHHS_W_3S	AHHS_W_4S	AHJZ_P_13S	AHJZ_P_17S	AHJZ_P_21S	AHSZ_W_1S	AHSZ_W_2S	AHSZ_W_3S	AHSZ_W_4S	AHSZ_W_5S	AHYX_P_18S	AHYX_P_5S	AHYX_P_7S	AHYX_P_9S	HBHA_P_12S	HBHA_P_2S	HBHA_P_3S	HBHA_P_4S	HBHA_P_9S	HBHM_W_14S	HBHM_W_1S	HBHM_W_6S	HBHM_W_9S	HBLT_W_1S	HBLT_W_2S	HBLT_W_3S	HBLT_W_4S	HBLT_W_5S	HBYX_P_1S	HBYX_P_2S	HBYX_P_3S	HBYX_P_4S	HBYX_P_5S	HBYX_W_14S	HBYX_W_17S	HBYX_W_21S	HNSX_P_16S	HNSX_P_20S	HNSX_P_3S	HNSX_P_6S	HNSX_P_7S	HNSX_W_10S	HNSX_W_15S	HNSX_W_18S	HNSX_W_20S	HNSX_W_8S	JSJH_P_2S	JSJH_P_3S	JSJH_P_4S	JSJH_P_5S	JSJH_P_8S	JSJR_P_14S	JSJR_P_3S	JSJR_P_5S	JSJR_P_6S	JSTS_W_44S	JSTS_W_45S	JSTS_W_47S	JSTS_W_48S	JSTS_W_49S	SXXY_W_1S	SXXY_W_2S	SXXY_W_3S	SXXY_W_4S	SXXY_W_6S	SXYZ_P_13S	SXYZ_P_15S	SXYZ_P_7S
3.7.1.2	Fumarylacetoacetase	6156.09	8592.43	6628.969999999999	6692.459999999999	4576.48	4865.55	4768.26	6648.700000000001	5746.73	7509.9	5297.39	5945.26	3589.42	4218.780000000001	3939.73	3863.35	5023.09	3623.45	3396.09	5398.07	3622.2	6242.58	6706.25	4884.01	6375.34	6385.51	5410.52	5704.92	5633.62	5365.18	2187.25	2421.87	2155.34	2375.02	2103.42	3429.83	3308.42	2826.0	4044.32	14651.85	6372.12	5458.71	14181.23	4708.47	5443.2300000000005	5639.09	9694.55	7942.76	8969.95	6855.4800000000005	5289.49	5607.15	4475.84	2995.34	4669.21	4567.27	4772.61	5360.5	4783.15	6059.959999999999	7290.25	5087.75	1677.7	2588.33	2433.57	2501.33	2071.2	1383.42	2004.26	1598.37
3.7.1.20	3-fumarylpyruvate hydrolase	4575.59	5879.09	4763.82	5261.33	2837.83	2896.5	3152.01	4343.9	4279.49	4648.66	2908.84	2861.17	2666.99	2962.01	2780.67	2793.75	2861.67	1831.5	1916.17	2804.67	2142.67	5136.33	2898.83	3228.5	4455.83	5621.5	4370.68	4682.5	4734.93	4658.68	570.1700000000001	490.33	602.6700000000001	559.9	738.0	2240.5	2474.67	1994.33	2718.5	12880.67	4465.18	3953.5	12203.84	4375.82	4074.56	5894.83	11260.4	5852.83	6522.17	4310.01	3106.34	3838.33	2472.5	1802.67	2718.92	2728.41	2816.25	3861.66	4158.66	3798.32	5427.0	3818.5	1017.5	1867.33	1371.83	1880.67	1354.87	322.33	285.67	519.2
3.7.1.21	6-oxocyclohex-1-ene-1-carbonyl-CoA hydratase	25.0	5.0	29.5	26.5	183.5	203.5	238.5	63.5	26.0	37.5	51.5	29.0	183.5	271.5	328.5	267.5	331.0	283.5	212.5	294.5	281.0	54.5	41.0	135.5	201.5	79.5	66.5	122.5	120.0	136.0	38.0	21.5	42.0	64.5	60.0	68.0	151.5	93.5	82.5	206.5	178.0	202.0	85.0	43.5	95.0	163.5	37.5	70.5	138.0	152.5	227.5	314.5	79.0	105.0	204.5	185.5	377.5	74.0	189.5	174.0	66.0	107.0	122.5	126.0	88.0	130.5	139.0	44.5	33.5	40.0
3.7.1.22	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing)	2518.25	3590.09	2481.99	2689.66	2218.41	2047.17	2205.02	1462.9	1121.16	1944.91	1454.13	1182.17	2172.16	2333.51	1828.37	1702.41	1808.83	1753.7	1293.25	2072.4300000000003	1429.66	1081.0	934.0	1363.17	1340.44	1563.13	1276.34	1247.42	1453.9299999999998	1405.17	3636.83	5253.54	3318.36	3771.62	2493.92	1421.0	908.17	940.16	2208.16	6761.6	2888.03	2251.03	6356.91	1484.4899999999998	2279.57	1543.35	2612.03	2308.17	3508.38	2472.41	1804.42	1852.23	1181.28	749.84	1989.73	1806.7	1791.53	1812.5	1798.91	1958.24	2074.39	1553.78	2145.42	2373.16	2151.83	2055.17	3524.5	4727.98	3663.23	2628.71
3.7.1.3	Kynureninase	4058.25	4588.17	4250.99	4302.63	4114.99	4315.22	4662.24	4600.9	3933.41	4592.16	4674.88	4493.92	3698.6	3663.43	3191.0599999999995	3534.85	5953.25	5889.95	4997.25	5971.56	5434.1900000000005	3096.25	5028.75	4616.67	4449.349999999999	4449.030000000001	4124.84	3710.42	4514.26	3954.5	8249.08	12067.59	7802.59	8978.279999999999	5356.42	2530.33	2100.0	2255.17	2842.66	7868.51	4892.110000000001	3890.54	7646.059999999999	4674.49	3495.76	4272.96	4917.36	5162.09	5924.110000000001	5142.97	5120.23	5288.49	3948.34	3704.67	4718.870000000001	4508.45	4510.11	3925.5	3878.24	4977.32	4497.31	4251.25	4464.37	4557.0	4382.91	4319.83	7321.03	10466.21	8052.76	5593.45
3.7.1.5	Acylpyruvate hydrolase	455.0	354.0	471.0	433.0	511.0	214.0	218.0	73.0	68.0	24.0	140.0	198.0	686.0	246.0	376.0	317.0	207.0	328.0	198.0	169.0	167.0	106.0	154.0	452.0	286.0	537.0	357.0	354.67	306.0	407.33	3792.0	5802.0	3147.85	3564.0	2187.0	274.0	188.0	247.0	204.0	149.0	351.0	251.0	213.0	126.0	360.0	532.0	291.0	287.0	261.0	194.0	114.0	221.0	18.0	66.0	388.0	192.0	147.0	251.0	274.0	391.0	159.0	581.0	1699.0	1599.0	1397.0	1507.0	2955.0	4566.23	3303.54	2108.88
3.7.1.8	2,6-dioxo-6-phenylhexa-3-enoate hydrolase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	6.0	0.0	0.0	9.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3.7.1.9	2-hydroxymuconate-6-semialdehyde hydrolase	33.0	37.0	50.0	71.0	38.0	121.0	89.0	26.0	43.0	42.0	36.0	35.0	113.0	89.0	87.0	81.0	69.0	14.0	58.5	40.0	69.0	15.0	191.0	71.0	50.0	79.0	47.0	66.67	44.0	49.33	101.0	75.0	42.0	124.0	20.0	49.0	102.0	68.0	136.0	215.0	75.0	181.0	322.0	28.0	148.0	62.0	36.0	151.0	19.0	37.0	126.0	59.0	93.0	7.0	74.0	52.0	46.0	143.0	65.0	205.0	166.0	43.0	138.0	148.0	91.0	47.0	51.0	38.0	57.0	49.0
3.8.1.2	(S)-2-haloacid dehalogenase	13946.27	17443.4	14488.44	14677.71	9742.99	10799.76	11115.35	13234.1	12627.21	14303.05	11466.53	11435.77	8779.78	9351.31	8521.92	9229.12	12638.26	9486.25	9513.17	12976.56	9752.32	15476.91	12860.75	11669.52	13468.21	13714.84	12900.54	12966.17	12585.58	12706.37	10249.09	14033.29	9436.77	10884.81	6886.139999999999	7675.62	7083.34	6538.16	8263.98	32047.79	13621.75	11251.5	30576.82	13327.44	12073.64	13392.24	18016.93	15365.43	17946.56	14601.96	12454.06	13177.89	10729.68	6804.51	10371.66	9105.38	9737.91	13218.16	12464.65	13398.84	15362.35	13108.03	7754.45	8102.74	7217.49	7718.780000000001	10330.76	11854.34	9381.85	7010.66
3.8.1.3	Haloacetate dehalogenase	4517.34	6061.76	4649.139999999999	4946.52	2752.81	3177.21	3343.09	5202.700000000001	4368.9	5188.32	4342.22	4825.76	2353.59	2766.61	2470.66	2654.27	3429.59	2146.25	2298.42	3238.57	2416.04	5363.08	6034.42	3642.68	4887.780000000001	4659.68	4342.68	4521.59	4256.12	4467.17	539.75	301.92	472.0	446.0	516.75	1946.33	2165.0	1931.0	2694.32	12053.35	4504.78	3594.04	11386.57	3483.1400000000003	3628.27	4047.2	6152.469999999999	5265.429999999999	5280.78	4449.639999999999	3593.24	3945.82	3428.84	2016.67	2942.33	2743.19	2982.33	3774.17	3421.74	4315.46	4813.83	3877.25	1025.92	1362.5	1206.75	1576.17	1199.5	293.59000000000003	182.09	497.17
3.8.1.5	Haloalkane dehalogenase	5126.42	5633.01	5000.15	4671.8	3498.29	3561.88	3327.08	4912.4	4450.74	4852.49	5257.55	5159.59	2972.93	2646.2700000000004	2904.14	2686.77	3477.92	3106.75	2943.75	3503.4	3029.7000000000003	2324.75	5317.92	5190.01	4004.29	4954.97	3952.34	4826.67	4864.26	4140.17	1108.75	747.25	1146.0	1147.0	1075.75	3323.0	2750.5	3443.33	2304.99	7433.35	4123.780000000001	3293.03	8001.57	4056.65	4078.43	4178.790000000001	5443.19	5562.76	4858.610000000001	4099.47	3680.23	3799.49	3036.84	2572.0	3821.16	3361.03	3277.08	3571.5	4431.5	4977.06	4031.8	4358.03	1942.25	1733.0	1792.25	1633.5	1735.5	1005.92	698.4200000000001	1282.0
3.9.1.2	Protein arginine phosphatase	120.0	198.6	205.5	279.6	596.35	394.0	510.5	58.0	64.0	26.0	169.75	35.25	972.44	399.0	641.6800000000001	575.3299999999999	433.0	355.0	324.25	336.0	378.0	164.0	27.0	106.25	84.14	88.41	155.75	88.0	40.0	66.0	5214.360000000001	7552.82	4671.56	5298.610000000001	2959.82	295.12	118.0	96.5	422.0	458.0	256.33	252.22	423.0	56.0	235.92	126.86	90.29	104.0	496.0	362.0	252.25	318.0	229.0	110.0	142.0	100.0	100.0	87.67	166.21	67.71000000000001	148.39	97.14	2128.35	1899.33	1723.79	1487.94	3300.22	6012.35	4934.22	3028.04
4.1.1.1	Pyruvate decarboxylase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	16.5	0.0	5.5	9.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4.1.1.100	Prephenate decarboxylase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.0	25.0	0.0	106.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	22.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	57.0	46.0	6.0
4.1.1.101	Malolactic enzyme	256.0	154.6	249.0	205.6	163.33	303.67	326.84000000000003	736.0	380.0	689.0	569.0	591.0	180.5	147.5	166.32999999999998	250.83	404.83	447.0	288.5	428.67	419.16	419.0	1382.0	588.0	531.0	506.33	405.0	368.0	603.0	545.5	91.83	36.75	79.92	76.9	80.17	164.0	115.5	299.5	111.33	68.0	188.5	145.89	73.33	326.5	136.82999999999998	54.83	223.0	564.1700000000001	476.5	385.0	441.0	601.33	447.0	229.5	266.33	225.33	206.83	255.0	116.33	504.0	329.0	342.0	139.0	36.0	155.5	161.0	137.83	47.64	5.67	26.11
4.1.1.103	Gamma-resorcylate decarboxylase	2095.5	2803.5	2422.5	2769.25	1323.0	1151.67	1211.34	1410.0	1693.25	1424.0	1020.25	912.75	936.0	1490.08	964.16	1477.17	1110.08	843.75	855.8299999999999	713.42	982.58	3218.25	2501.75	1361.5	1821.75	1370.5	1962.5	1721.25	1568.3	1952.0	229.42	128.07999999999998	292.17	219.0	281.25	1067.0	1574.42	1239.33	1073.0	8873.92	2415.92	1762.83	8916.17	1494.5	1319.08	1695.83	2655.0	1659.58	1949.0	1369.33	1181.5	1592.58	1317.0	1175.67	1277.5	1092.0	1380.92	1561.0	1781.5	1496.5	1983.0	2225.75	554.75	785.3299999999999	719.5799999999999	930.17	617.1700000000001	113.75	153.09	320.0
4.1.1.104	3-dehydro-4-phosphotetronate decarboxylase	2898.92	3631.34	2561.99	2937.08	1543.33	1825.5	1878.01	2357.9	2422.41	2628.41	1955.09	1759.42	1479.16	1490.7600000000002	1444.17	1286.5	1551.92	866.25	924.67	1623.09	1016.42	1580.75	925.75	1707.17	1997.41	2339.67	1844.34	2519.75	2308.9300000000003	2116.84	167.42000000000002	239.08	195.67	166.5	321.25	1285.0	900.1700000000001	1130.83	1590.33	6622.92	2395.09	2239.0	6208.51	2163.99	2273.65	2770.66	4380.74	2980.75	3161.67	2292.34	1721.84	1833.08	1010.5	574.67	1271.67	1281.16	1293.25	2444.33	2399.08	2330.32	2863.33	1949.25	363.75	899.3299999999999	644.0799999999999	648.6700000000001	526.6700000000001	134.08	96.42	219.0
4.1.1.105	L-tryptophan decarboxylase	3113.83	1719.5	2571.0	3069.3	3742.33	3862.39	4157.9	3144.0	2546.25	2653.25	3374.83	1992.75	2569.94	3087.25	2210.99	3178.02	6574.08	7081.25	5945.58	6380.22	6576.02	3041.75	3516.75	4557.5	3798.69	3890.0	4475.0	2570.42	4631.5	4073.33	1227.08	1146.75	1362.67	1595.0	1284.42	2016.5	1742.75	2215.5	1376.83	2318.94	3614.47	2347.56	2093.13	5791.0	2021.19	3642.77	2268.33	2658.42	4815.15	4579.53	5546.89	5517.56	4550.12	4773.0	4992.83	4544.5	4456.58	4029.67	4067.83	4422.17	4107.34	5059.08	1410.08	408.0	918.41	1305.66	1412.33	999.42	894.9200000000001	1332.0
4.1.1.11	Aspartate 1-decarboxylase	3541.75	4672.27	4008.49	3333.2300000000005	3254.95	3106.72	3087.24	2512.4	2900.41	2698.66	2306.63	1940.17	3154.54	2618.9300000000003	2632.57	2721.43	3093.25	2896.95	2555.75	3008.5600000000004	2698.19	2144.75	2328.25	3370.67	3013.82	3316.58	2478.59	3212.84	2861.76	2970.83	6435.08	8556.0	6148.02	6284.129999999999	4374.31	3090.95	2232.0	3328.67	2693.66	7354.84	4089.94	3351.9300000000003	7730.23	3249.49	3587.18	3359.96	3912.86	4395.59	3973.61	3397.4700000000003	2889.56	2945.99	1910.84	2298.17	3917.87	3315.45	3057.11	3333.01	3596.45	3587.2	3935.48	3543.72	3612.91	3207.83	3296.16	3221.44	4746.55	7181.62	5759.67	3848.35
4.1.1.12	Aspartate 4-decarboxylase	1450.92	2723.67	1843.99	1719.5	371.66	629.8299999999999	596.01	798.4000000000001	836.66	1284.58	424.17	615.6700000000001	309.66	254.84000000000003	273.33	337.0	367.67	147.0	154.17000000000002	691.6700000000001	164.84	418.83	22.5	339.17	729.6600000000001	889.17	551.84	496.5	588.9300000000001	437.84	72.0	45.0	69.0	54.0	66.0	186.5	224.75	267.5	853.8299999999999	5164.0	1448.84	1146.17	5039.0	661.99	956.57	468.33	2006.24	1247.1699999999998	1621.5	1006.17	517.1700000000001	530.3299999999999	180.5	41.17	554.17	465.66	383.5	437.67	485.58	933.99	1061.67	363.33	42.67	55.0	111.0	91.0	121.5	83.67	36.17	72.67
4.1.1.15	Glutamate decarboxylase	1988.58	1564.75	1865.5	1415.83	1307.83	1255.67	1220.84	2753.0	2831.5	2478.5	3480.0	3842.5	1202.5	1036.5	958.23	1070.58	1486.33	1598.7	1405.5	1368.17	1315.66	1165.0	4186.5	2836.0	1915.33	2349.0	2146.5	2708.92	2465.5	2277.83	932.33	849.5	1011.67	927.5	984.17	2159.5	1450.5	2321.5	755.8299999999999	669.5	1241.5	984.17	1145.16	1822.0	2050.08	1890.83	1912.25	2212.67	1507.0	1451.0	1641.33	1568.83	1273.0	1195.5	1981.38	1531.08	1330.78	1965.5	1899.33	2617.0	1914.17	2120.5	1167.83	819.5	1105.83	1187.33	1014.33	745.1700000000001	687.6700000000001	609.5
4.1.1.17	Ornithine decarboxylase	2472.5	1507.44	1672.33	2611.9300000000003	2843.86	2322.34	2428.18	3143.0	2833.83	2637.66	2544.59	2011.42	3273.44	2730.17	2608.51	3005.84	2190.17	2131.5	2200.92	1857.51	2074.5	5132.5	3802.5	2971.42	3661.13	3947.08	3545.25	3985.17	3360.83	4373.83	6479.87	8616.31	5588.57	6429.41	4267.32	3110.62	3291.01	3003.33	1905.83	2583.84	2625.34	2961.71	2306.51	3331.0	2989.41	4596.85	3466.12	4440.16	3021.5	2973.5	2871.92	3356.66	2886.5	2483.6800000000003	3240.0	3202.83	2948.09	4795.34	4059.54	2766.37	4958.549999999999	4455.969999999999	3563.8500000000004	4565.32	3833.28	3902.45	5304.13	6602.51	5632.900000000001	3857.61
4.1.1.18	Lysine decarboxylase	627.5	732.44	789.8299999999999	711.9300000000001	1192.51	783.8299999999999	789.84	567.4000000000001	506.83	513.16	706.09	581.9200000000001	847.44	661.1800000000001	1054.85	599.83	838.9999999999999	916.5	700.25	550.6800000000001	680.3299999999999	503.5	961.5	1317.42	951.8	807.5799999999999	711.25	1010.5	752.8299999999999	731.5	357.86	310.73	447.46	376.48	597.8199999999999	1042.12	648.0	1054.5	555.3299999999999	856.8299999999999	804.66	569.8900000000001	670.8299999999999	1150.0	1106.92	1211.86	694.62	850.6700000000001	1037.17	1165.51	981.09	828.1700000000001	454.0	533.1700000000001	1182.0	909.33	873.5799999999999	704.3399999999999	1053.37	960.87	778.55	1094.47	714.06	517.3299999999999	562.79	441.44	461.22	430.84	399.6	464.75
4.1.1.19	Arginine decarboxylase	4092.92	5065.71	4781.82	4554.3	4180.52	4198.27	4770.64	5961.3	4884.99	6307.57	6165.76	6821.84	3582.48	3489.6900000000005	3642.91	3628.54	4967.5	3493.5	3685.41	4775.290000000001	4196.55	7268.0	5920.5	4461.34	5696.32	4340.66	4078.84	4560.75	4171.09	4016.17	6110.5	8246.33	5699.1900000000005	6166.030000000001	4017.64	2720.57	1782.92	2595.67	2608.66	7933.360000000001	4201.88	3297.5	7590.969999999999	5637.99	4111.46	3794.26	4684.31	4542.17	6486.72	6003.27	5637.46	6210.82	5712.179999999999	1794.84	3678.06	3053.16	3649.08	3548.34	3723.66	4694.73	4115.27	4550.78	3520.74	3117.49	3101.24	2519.11	4429.89	6756.75	5627.6	4003.79
4.1.1.2	Oxalate decarboxylase	756.5	628.27	653.5	845.9	814.6800000000001	771.22	954.89	949.4	770.25	830.0799999999999	1087.71	815.25	758.94	725.0900000000001	874.74	652.5999999999999	839.75	394.25	674.8299999999999	641.22	607.19	607.92	397.75	837.75	509.0	1064.91	860.25	1135.75	1061.2	878.5	293.36	396.9	398.75	416.32	377.14	887.12	426.75	683.5	676.5	846.01	500.77	709.75	1288.57	1186.0	1004.28	1564.3	1712.12	1136.25	993.11	939.8	666.81	666.33	656.3399999999999	171.0	515.3199999999999	357.71000000000004	226.58	597.5000000000001	930.21	757.71	712.22	570.89	572.95	673.3299999999999	626.8299999999999	384.5	450.0	324.24	472.31	422.72
4.1.1.20	Diaminopimelate decarboxylase	9734.74	9552.94	8852.82	9477.21	8895.33	8949.900000000001	8970.26	10345.3	9367.24	9775.82	10745.97	10846.17	7671.37	8404.94	6568.26	7389.83	10990.57	10430.05	9114.83	10090.91	9746.16	10891.92	13224.08	10528.25	10256.16	10144.58	9705.43	10048.84	10565.79	10412.0	8433.07	10792.88	8177.120000000001	8643.81	6649.57	7163.28	6228.17	7012.67	5619.82	15622.5	9756.02	7638.450000000001	15791.9	10451.32	8305.16	9336.95	10132.02	10515.26	12338.45	10304.15	10452.31	11441.65	9313.84	7559.85	10606.51	9182.19	9252.03	9812.5	9751.759999999998	10363.2	10368.91	10675.22	6013.5	6469.74	6293.99	6688.280000000001	8106.910000000001	8415.8	6935.37	5750.889999999999
4.1.1.22	Histidine decarboxylase	64.0	24.0	72.0	32.0	177.0	115.0	136.0	37.0	5.0	24.0	4.0	0.0	51.0	48.0	38.0	64.0	82.0	81.0	64.0	48.0	86.0	0.0	0.0	73.0	50.0	63.0	12.0	20.0	35.0	36.0	77.0	32.0	72.0	55.0	87.0	209.0	161.5	385.5	103.0	82.0	190.0	73.0	68.0	75.0	91.0	64.0	25.0	51.0	50.0	63.0	91.0	61.0	13.0	154.5	198.5	266.5	162.25	50.0	34.0	48.0	173.0	182.0	102.0	0.0	90.0	161.0	157.0	46.0	0.0	78.0
4.1.1.23	Orotidine-5'-phosphate decarboxylase	6399.75	5880.27	6162.49	6233.23	6591.51	6380.89	6677.410000000001	7644.9	7145.91	7349.66	7371.63	7469.67	5550.54	5887.76	5310.57	6127.35	8192.75	7899.95	7309.5	7864.06	7744.19	9581.25	9699.75	8189.42	8427.99	7898.08	7950.59	7743.17	7988.76	8268.5	7524.610000000001	9640.57	7234.400000000001	7909.51	5444.24	5480.95	5115.67	5295.5	3891.66	9416.68	6938.110000000001	5800.09	9314.57	9001.99	6092.01	7821.29	7052.36	8033.92	8639.61	7855.8	8091.48	9137.32	7594.34	6172.34	7784.370000000001	7076.45	7213.28	8066.67	8092.45	8227.029999999999	8529.56	9119.89	5482.6	5529.16	5249.7	5380.110000000001	6846.92	7682.519999999999	6490.4800000000005	5262.91
4.1.1.25	Tyrosine decarboxylase	64.0	92.0	156.0	53.5	265.5	201.0	237.5	115.0	38.0	37.0	39.0	43.0	105.0	126.0	85.33	126.25	132.5	144.5	121.25	90.0	139.5	66.5	246.0	244.5	114.83	177.0	76.0	214.0	107.0	168.5	237.64	225.26	280.29	250.52	292.07	353.12	190.5	565.0	153.0	115.33	323.0	143.67000000000002	178.0	81.0	200.5	150.0	56.0	130.0	79.0	165.5	227.58	100.5	50.0	369.5	556.5	479.5	439.5	272.01	106.0	140.67000000000002	338.42	299.83	114.31	23.0	104.79	171.5	112.0	231.93	195.36	57.64
4.1.1.28	Aromatic-L-amino-acid decarboxylase	3113.83	1719.5	2571.0	3069.3	3742.33	3862.39	4157.9	3144.0	2546.25	2653.25	3374.83	1992.75	2569.94	3087.25	2210.99	3178.02	6574.08	7081.25	5945.58	6380.22	6576.02	3041.75	3516.75	4557.5	3798.69	3890.0	4475.0	2570.42	4631.5	4073.33	1227.08	1146.75	1362.67	1595.0	1284.42	2016.5	1742.75	2215.5	1376.83	2318.94	3614.47	2347.56	2093.13	5791.0	2021.19	3642.77	2268.33	2658.42	4815.15	4579.53	5546.89	5517.56	4550.12	4773.0	4992.83	4544.5	4456.58	4029.67	4067.83	4422.17	4107.34	5059.08	1410.08	408.0	918.41	1305.66	1412.33	999.42	894.9200000000001	1332.0
4.1.1.29	Sulfinoalanine decarboxylase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0
4.1.1.3	Transferred entry 4.1.1.112	2724.67	2062.5	2732.83	2557.75	2112.0	2360.0	2540.5	3377.0	2570.58	2838.5	3282.25	3313.75	1578.83	1840.25	1717.5	2010.0	3570.25	4101.25	3065.5	3453.58	3511.25	2328.08	3699.58	3135.33	3374.25	3238.33	3207.34	2948.75	3420.0	3343.84	672.75	803.75	1147.5	1092.0	621.25	1157.5	1404.25	1324.0	1115.17	5316.25	2711.09	2140.5	5260.0	3530.33	1898.91	3056.67	3208.16	2951.08	4057.5	2872.17	3302.5	3682.25	2435.5	2721.5	2752.0	2549.0	2574.25	2470.83	2837.33	3528.5	2619.67	3233.25	1392.75	1082.0	968.25	1402.0	1482.5	465.75	423.25	781.0
4.1.1.31	Phosphoenolpyruvate carboxylase	4122.75	4680.94	4180.65	3987.23	3108.5	3502.05	3632.75	4975.9	4443.74	4977.99	4873.8	4934.34	2609.87	2923.2700000000004	2670.74	2872.18	3840.42	2744.95	2965.67	3984.4	3029.03	3524.75	4834.42	3633.26	4118.98	4279.92	3531.59	4427.67	4063.09	3903.0	1805.94	2077.24	1766.48	2389.13	1574.24	2408.45	1834.0	2240.17	2185.82	7439.179999999999	3526.44	3040.76	7157.23	3782.15	3727.84	4216.12	5534.69	4877.43	4697.610000000001	4033.47	3725.15	3752.32	3484.84	1854.67	2871.54	2613.61	2754.36	3448.84	3567.95	4271.85	4441.39	3483.39	1517.31	2098.83	1925.37	1978.44	1734.25	1471.82	1970.81	1555.16
4.1.1.32	Phosphoenolpyruvate carboxykinase (GTP)	4166.25	4844.17	4321.49	3729.16	3065.49	3314.5	3486.6800000000003	4597.9	4374.66	4709.91	4736.34	5482.17	2491.66	2901.6800000000003	2733.73	2665.91	4060.0	3252.2	3344.17	4028.01	3397.33	4563.0	5809.0	4430.67	4462.99	4003.17	3410.34	3997.42	4063.26	3697.5	1048.33	908.67	1234.67	1025.9	1196.67	2706.83	2082.25	2729.67	2209.66	7103.83	3733.0	2953.1800000000003	7164.66	4384.49	3784.9	3400.16	4189.74	4336.34	4806.67	4090.01	3843.84	4328.83	3593.5	2066.67	3507.55	2975.74	3116.36	3487.0	3656.74	4549.82	4013.17	3804.5	1692.5	1524.5	1695.83	1729.0	1523.53	1003.84	859.34	854.87
4.1.1.33	Diphosphomevalonate decarboxylase	42.0	5.0	23.0	45.5	58.0	50.0	33.5	34.0	21.0	26.0	20.0	34.0	96.0	86.0	90.0	116.25	72.0	84.0	52.0	67.0	57.0	108.0	154.0	141.0	148.0	78.0	69.0	98.0	109.0	87.0	67.0	111.0	81.0	75.0	108.0	51.0	74.0	76.5	38.0	58.0	33.0	8.5	36.33	78.0	75.0	72.0	40.0	80.0	88.0	69.5	88.5	95.0	117.5	77.17	136.75	213.75	161.25	101.0	93.0	62.0	45.0	80.0	24.33	14.0	10.33	20.83	29.0	17.67	28.17	44.67
4.1.1.35	UDP-glucuronate decarboxylase	2349.75	2512.42	1764.66	2468.55	2788.79	2561.07	2619.42	3894.9	2879.33	4109.41	2559.63	3221.67	2803.77	2761.66	2618.88	2520.12	2924.67	2506.2	2087.25	2594.3100000000004	2608.78	6704.67	4147.17	3353.34	4350.6	3756.7	3552.5	3527.75	3500.26	3991.83	1306.85	1192.65	1227.94	1350.3	1603.75	2206.33	2634.02	1944.32	2272.16	3902.45	3075.62	3173.68	3112.92	3865.66	3186.0	4228.94	4361.7	5107.82	4211.110000000001	3739.78	3499.9	4429.889999999999	3378.34	2457.19	3521.54	3246.12	3358.3	3760.0	3823.33	3545.65	4703.299999999999	3776.17	961.08	1877.06	1589.14	1637.85	1326.42	684.31	1071.53	1266.4
