function	description	AHHS_W_1S	AHHS_W_2S	AHHS_W_3S	AHHS_W_4S	AHJZ_P_13S	AHJZ_P_17S	AHJZ_P_21S	AHSZ_W_1S	AHSZ_W_2S	AHSZ_W_3S	AHSZ_W_4S	AHSZ_W_5S	AHYX_P_18S	AHYX_P_5S	AHYX_P_7S	AHYX_P_9S	HBHA_P_12S	HBHA_P_2S	HBHA_P_3S	HBHA_P_4S	HBHA_P_9S	HBHM_W_14S	HBHM_W_1S	HBHM_W_6S	HBHM_W_9S	HBLT_W_1S	HBLT_W_2S	HBLT_W_3S	HBLT_W_4S	HBLT_W_5S	HBYX_P_1S	HBYX_P_2S	HBYX_P_3S	HBYX_P_4S	HBYX_P_5S	HBYX_W_14S	HBYX_W_17S	HBYX_W_21S	HNSX_P_16S	HNSX_P_20S	HNSX_P_3S	HNSX_P_6S	HNSX_P_7S	HNSX_W_10S	HNSX_W_15S	HNSX_W_18S	HNSX_W_20S	HNSX_W_8S	JSJH_P_2S	JSJH_P_3S	JSJH_P_4S	JSJH_P_5S	JSJH_P_8S	JSJR_P_14S	JSJR_P_3S	JSJR_P_5S	JSJR_P_6S	JSTS_W_44S	JSTS_W_45S	JSTS_W_47S	JSTS_W_48S	JSTS_W_49S	SXXY_W_1S	SXXY_W_2S	SXXY_W_3S	SXXY_W_4S	SXXY_W_6S	SXYZ_P_13S	SXYZ_P_15S	SXYZ_P_7S
1.1.1.1	Alcohol dehydrogenase	38866.44	42407.22	36977.4	39013.9	31781.44	31905.8	33581.31	39648.3	37484.6	39486.61	37840.84	35396.7	30171.88	31092.58	26523.660000000003	29379.5	35810.0	32032.7	29311.35	33643.090000000004	31470.86	44398.49	43141.0	38920.7	39563.4	43056.47	39438.9	43297.45	41349.23	42841.03	33777.06	44019.28	30958.27	32828.87	25084.87	28139.69	24413.45	27228.64	23561.6	72495.68000000001	37825.94	32270.06	73069.04000000001	43430.4	36977.86	44399.96	51392.09	47293.7	46560.23	39776.68	38499.4	39807.14	31174.2	25833.22	36809.4	32234.45	32448.01	40505.0	42146.96	40124.84	45416.64000000001	42553.41	23685.64	25544.04	23758.03	26285.94	31749.94	33601.21	26742.4	21335.82
1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase	51817.5	50638.01	48704.4	50222.6	44626.1	45708.4	48039.100000000006	63013.0	58282.6	61408.600000000006	61746.3	64072.7	41516.96	42933.100000000006	36965.6	42926.75	54903.0	47753.0	45967.5	52217.600000000006	48679.9	75341.0	75335.5	57015.45	61649.40000000001	60229.58	59622.65	61926.2	59841.10999999999	62082.01	58930.07000000001	78057.44	54610.43999999999	58213.33	41256.33	38662.89	34913.7	36635.990000000005	30467.6	81768.29999999999	49210.11	41274.89	80645.2	63342.9	47658.6	58119.17999999999	63168.01999999999	62238.7	65576.6	57529.5	57051.53999999999	62592.2	54319.9	37858.4	51036.45	44712.25	46811.05	57919.2	57313.5	59554.81	63906.56999999999	62748.39	38237.99	40160.6	36555.71	38519.65	50576.48	61198.22	49649.11	38219.73
1.1.1.102	3-dehydrosphinganine reductase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	21.0	26.0
1.1.1.103	L-threonine 3-dehydrogenase	2885.75	3760.77	2920.49	3174.4800000000005	2341.45	2737.89	2920.41	2521.4	2280.66	2877.16	2349.63	2449.17	2188.54	2403.51	1884.74	2114.2700000000004	3171.5	2417.7	2521.75	3459.8100000000004	2627.44	3444.0	1302.5	1381.92	2331.91	1765.0300000000002	1821.34	1424.75	1798.26	1690.17	4065.39	5831.71	3850.19	4314.45	2182.67	1362.95	856.4200000000001	964.5	2104.66	7109.1	3295.03	2408.7	6634.24	2909.99	2271.26	1804.79	2881.36	2303.67	4445.610000000001	3623.3	3192.73	3482.57	3329.34	1432.34	2378.12	2070.7	2210.28	1802.5	2047.45	2237.86	2155.64	2132.81	2064.5	1964.33	2043.33	1716.7800000000002	3533.72	5064.84	3511.86	2700.05
1.1.1.105	All-trans-retinol dehydrogenase (NAD(+))	207.0	80.0	366.0	103.0	421.0	312.5	367.0	419.0	496.0	203.0	379.0	206.0	118.5	174.0	98.0	193.0	348.0	457.0	314.0	275.0	437.0	147.0	302.0	244.0	241.33	260.0	197.0	388.17	218.0	391.33	203.0	236.0	227.0	197.0	232.0	333.5	163.0	370.0	122.0	121.0	386.0	254.0	79.0	518.0	332.0	308.0	373.0	258.0	146.0	176.0	291.5	202.5	95.0	489.0	537.5	522.5	436.0	392.0	364.0	223.0	505.0	401.0	199.0	111.0	123.0	175.0	148.0	202.0	177.0	137.5
1.1.1.107	Pyridoxal 4-dehydrogenase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.108	Carnitine 3-dehydrogenase	1463.17	2478.4300000000003	1724.65	2026.16	1145.4899999999998	946.5	962.52	642.8000000000001	656.49	965.57	486.68	344.34000000000003	1034.49	1030.19	1109.0100000000002	639.6600000000001	783.34	525.0	400.51	713.35	549.1700000000001	506.67	55.17	357.01	773.65	303.34	314.84000000000003	416.42	393.86	323.17	226.0	146.32999999999998	166.84000000000003	171.9	171.17000000000002	357.0	221.42	137.82999999999998	1507.82	6218.17	1705.6699999999998	1432.34	5651.0	565.65	1288.64	592.6500000000001	1528.82	1112.51	2250.34	1522.18	938.18	662.6600000000001	313.0	199.84	516.17	575.15	518.66	449.8299999999999	403.41	555.14	999.49	309.5	91.33	413.33	188.16	141.5	138.2	52.0	44.34	81.37
1.1.1.11	D-arabinitol 4-dehydrogenase	1522.92	2841.59	1903.99	1820.83	655.16	896.8299999999999	874.8399999999999	849.4000000000001	820.66	1276.16	523.34	600.6700000000001	485.16	586.1800000000001	685.34	454.83	870.6700000000001	318.0	334.67	1086.34	342.67	445.5	22.5	438.17	769.6600000000001	799.1700000000001	551.84	448.25	587.4300000000001	333.84000000000003	0.0	0.0	0.0	0.0	0.0	158.5	84.0	2.5	1085.83	5602.0	1579.67	1122.17	5294.0	637.99	1053.57	489.33	2166.74	1267.1699999999998	2157.17	1444.51	771.34	732.0	401.0	52.0	454.17	417.66	493.33	570.33	444.33	926.32	1095.83	420.0	1.0	1.0	36.0	19.0	18.5	0.0	0.0	12.0
1.1.1.120	Galactose 1-dehydrogenase (NADP(+))	251.0	264.0	64.0	299.0	84.67	72.67	68.67	0.0	0.0	42.0	25.0	0.0	349.0	174.32999999999998	102.33	81.67	0.0	16.0	18.0	15.0	0.0	0.0	0.0	0.0	5.0	0.0	4.0	0.0	0.0	27.0	183.67	42.33	36.67	37.0	130.0	101.0	20.67	16.33	286.0	363.17	180.67	276.33	365.84	25.0	104.33	68.33	32.0	112.33	138.0	150.32999999999998	35.0	25.33	11.0	52.67	193.0	174.0	50.67	45.0	74.0	16.0	100.0	19.5	8.0	64.33	37.33	29.67	38.67	4.33	4.67	32.0
1.1.1.122	D-threo-aldose 1-dehydrogenase	3948.09	6208.02	4494.969999999999	4784.63	2729.2699999999995	3193.39	3314.28	2942.9000000000005	2514.23	3354.48	2067.0600000000004	2079.9300000000003	2741.09	3197.45	2428.56	2213.1	2423.59	1826.75	1775.9299999999998	2977.25	1801.86	2038.08	1212.42	1828.35	2695.4700000000003	2971.75	2036.18	2220.25	2301.02	2347.6800000000003	1060.08	466.91	588.35	404.9	790.76	2502.0	1574.84	2026.33	3417.6400000000003	12379.85	4584.79	3738.71	11882.9	2503.14	3346.48	3252.7700000000004	5649.009999999999	4250.77	5136.280000000001	4137.81	2964.57	2570.14	1693.84	1332.68	3166.32	2992.51	2669.74	3163.51	2471.94	3067.17	4080.7999999999993	2202.88	835.09	1150.66	1247.41	1573.34	1116.03	275.59000000000003	158.27	397.04
1.1.1.127	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase	4437.42	3476.0199999999995	3565.99	4598.32	4192.85	3714.22	4123.74	4989.9	4795.66	5252.08	4013.21	4200.42	3399.6	3944.17	3146.06	3935.94	3234.67	2782.0	2951.5	2960.9700000000003	3232.95	7580.83	4404.0	4303.17	5138.41	5332.58	5188.09	6217.42	5046.93	5822.17	5547.64	7293.68	4771.14	5595.72	4076.82	3900.12	3271.67	3818.83	2600.83	7171.6	4152.200000000001	3686.58	7217.08	5852.99	4290.429999999999	6355.46	6862.36	5821.0	4975.9400000000005	4234.96	4435.81	4967.07	3757.34	2695.67	3908.49	3730.37	3768.42	5540.84	5973.54	4762.7	6254.06	5915.469999999999	3651.23	3811.16	3520.12	4105.67	4795.57	5739.62	5007.91	3719.86
1.1.1.130	3-dehydro-L-gulonate 2-dehydrogenase	315.0	105.0	196.0	354.0	274.0	270.0	351.0	526.0	436.0	521.0	420.0	456.0	137.0	185.0	115.0	272.0	347.0	199.0	235.0	315.0	401.0	268.0	165.0	233.0	268.0	317.0	478.0	268.0	309.0	337.0	57.0	140.0	12.0	91.0	89.0	43.0	42.0	33.0	32.0	70.0	118.0	73.0	41.0	266.0	160.0	292.0	216.0	86.0	328.0	502.0	552.0	500.0	488.0	69.0	97.0	66.0	192.0	263.0	215.0	247.0	158.0	303.0	161.0	3.0	46.0	131.0	21.0	62.0	12.0	16.0
1.1.1.132	GDP-mannose 6-dehydrogenase	187.33	50.0	122.5	142.82999999999998	343.83	299.67	264.34000000000003	119.0	222.0	107.0	61.0	115.0	287.5	179.5	118.33	236.83	226.83	320.0	166.5	156.67000000000002	262.16	60.0	64.0	79.0	106.0	188.5	113.5	73.0	154.0	353.5	63.33	97.0	90.17	50.5	140.17000000000002	70.0	110.0	211.0	166.82999999999998	250.0	245.5	212.17	200.33	299.5	326.83	328.83	212.0	137.17000000000002	320.5	155.0	198.0	203.33	134.0	92.17	247.83	227.83	145.32999999999998	123.5	194.16	123.0	110.17	136.0	36.0	213.0	182.5	146.5	71.33	57.34	16.84	58.17
1.1.1.133	dTDP-4-dehydrorhamnose reductase	8089.34	8897.05	8323.81	8109.24	7387.139999999999	7600.05	7852.41	8449.3	7807.15	8493.4	7715.89	8307.09	5948.53	6750.030000000001	6131.889999999999	6687.26	9566.67	8522.2	7753.25	9278.15	8440.11	10082.0	10051.33	8658.67	9252.85	8593.57	8483.35	7741.92	8504.36	8247.68	7225.5	9332.91	7111.59	7080.300000000001	5440.639999999999	5379.360000000001	5169.67	5646.33	4926.66	15094.09	8259.36	6502.98	14579.57	9132.81	6833.17	7207.68	8112.009999999999	8500.5	11117.12	9661.32	9176.32	10085.41	8636.84	6216.34	8219.960000000001	7394.53	7788.61	7990.67	8520.79	9046.11	9216.42	9249.08	5620.12	4937.49	4775.07	5230.27	6424.59	7184.73	6302.64	4821.86
1.1.1.135	GDP-6-deoxy-D-talose 4-dehydrogenase	1563.92	3306.26	2050.99	1841.16	966.66	924.83	945.67	888.4000000000001	831.66	1291.99	607.51	588.6700000000001	568.66	726.52	978.68	463.66	997.67	415.0	407.17	1179.01	414.5	517.17	22.5	425.17	661.6600000000001	841.1700000000001	610.84	480.25	589.03	362.84	0.0	0.0	0.0	0.0	24.0	111.5	52.0	2.5	1262.83	5871.33	1792.5	1158.84	5448.0	697.99	869.5699999999999	463.33	2340.74	1292.1699999999998	2604.84	1714.85	907.51	973.67	482.5	63.0	617.1700000000001	445.66	653.1600000000001	510.66	524.33	1006.32	1045.66	385.0	0.0	1.0	36.0	19.0	0.5	0.0	0.0	44.0
1.1.1.136	UDP-N-acetylglucosamine 6-dehydrogenase	3145.83	2192.66	2792.83	2979.16	3768.56	3906.01	4290.6900000000005	4206.0	3599.83	4077.0	4852.0	4832.5	3138.83	3315.33	2503.01	3121.99	5467.82	5893.9	5003.41	5236.01	5610.48	4641.83	4502.83	4190.83	4224.95	3430.6	3932.59	3103.0	4138.16	4025.5	4448.63	5976.1	4254.81	4711.92	3183.41	1892.28	1764.17	1788.17	1979.33	2424.5	3547.16	2779.35	2343.83	4837.83	2852.42	3267.88	1940.24	3998.0	4736.17	4488.0	5372.42	5625.49	4948.0	3768.51	4490.51	4367.91	4146.23	3925.17	3597.24	4291.25	4016.21	4460.45	3044.77	2775.49	2934.95	2787.34	4535.530000000001	5369.1	4181.9	3457.67
1.1.1.137	Ribitol-5-phosphate 2-dehydrogenase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.5	6.17	2.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	3.17	1.83
1.1.1.14	L-iditol 2-dehydrogenase	5565.67	4330.11	4333.15	5262.37	3489.1800000000003	4666.9400000000005	5535.81	6634.0	5375.99	6696.99	7136.84	8388.59	3151.37	3158.6800000000003	2376.06	3225.04	5341.34	3260.0	3954.0	5364.280000000001	4775.23	9432.5	6302.67	4282.76	5528.18	4206.78	4736.09	4294.59	4518.16	4754.0	7724.47	10936.97	6654.1900000000005	8240.939999999999	4948.82	2739.12	1524.84	2621.16	2550.99	7557.7	4031.05	3026.83	7663.48	6434.65	3805.28	4041.25	4318.06	4527.17	6717.72	6502.09	6641.54	6894.81	7304.679999999999	1789.84	3062.73	2565.99	2857.92	3990.01	3889.04	4330.52	3606.6100000000006	4516.969999999999	4343.23	3762.15	3893.61	3752.0	6479.54	9674.45	7564.68	5054.35
1.1.1.140	Sorbitol-6-phosphate 2-dehydrogenase	3827.92	4932.76	3759.15	3464.83	2348.15	2599.01	2675.04	3421.4	2804.49	3813.99	3792.51	4048.84	1753.49	1858.52	1603.83	1586.48	2371.0	1824.0	1634.85	2407.0200000000004	1903.82	1602.5	4113.17	3186.51	2644.65	2978.66	2221.84	2834.75	3211.26	2449.84	511.65	467.17	688.6800000000001	401.0	738.85	2004.0	1119.5	2084.0	2241.14	6914.0	2888.67	2182.4100000000003	7080.98	2241.15	3270.88	2344.14	3939.57	4009.36	3912.67	3248.51	2787.67	1988.98	1714.0	1082.5	2308.49	1847.97	1729.98	2434.17	2228.98	3185.3099999999995	3017.83	1924.83	417.0	633.5	920.83	803.3299999999999	668.15	371.06	294.84000000000003	295.11
1.1.1.145	3-beta-hydroxy-Delta(5)-steroid dehydrogenase	452.5	434.5	355.5	330.5	289.0	305.5	301.5	452.0	591.5	468.0	682.0	475.5	342.0	304.0	267.5	330.0	145.0	134.5	85.0	61.5	150.5	164.0	605.5	704.5	222.5	384.5	342.5	862.0	631.0	423.5	95.0	69.0	201.0	74.0	125.0	633.5	286.0	817.5	365.0	250.5	196.0	329.5	581.0	883.5	589.5	690.5	612.0	793.5	196.0	301.0	368.5	223.5	126.0	226.0	407.5	223.5	249.0	801.0	965.5	646.0	607.0	716.5	125.0	226.0	242.0	167.5	147.0	93.0	38.0	133.5
1.1.1.157	3-hydroxybutyryl-CoA dehydrogenase	13139.08	14523.11	13365.13	14024.38	12954.489999999998	12845.06	13501.46	12421.9	11697.56	11745.81	11766.98	11320.68	12130.07	12237.46	10500.38	11557.490000000002	16003.08	15380.55	13596.51	15166.760000000002	14288.009999999998	18415.25	13420.92	13029.1	15033.259999999998	13640.0	12826.77	12229.09	13424.74	14016.0	24837.71	35171.75	22443.78	25473.58	15974.92	8621.56	7565.17	7979.51	8830.3	31233.18	15594.44	11793.01	30281.22	16589.629999999997	11976.55	13388.79	16175.96	14567.78	18821.45	14672.32	15004.75	16785.47	12716.84	10299.35	13789.1	12428.25	12379.61	12725.35	13665.46	14185.36	14610.37	14959.87	13476.89	13335.66	12286.03	13236.33	21063.58	28310.67	21912.96	15990.69
1.1.1.159	7-alpha-hydroxysteroid dehydrogenase	973.42	1627.7600000000002	1035.15	969.8300000000002	925.32	999.66	975.35	1108.8000000000002	1029.99	1550.9899999999998	1064.51	843.84	799.49	846.02	831.34	798.0799999999999	888.84	586.5	485.84	937.18	580.01	486.0	533.6700000000001	1089.51	832.15	922.51	767.84	1099.25	1091.86	702.34	120.0	70.5	173.5	112.0	143.0	900.5	468.0	833.5	968.99	1730.67	1104.6699999999998	1079.17	1596.8300000000002	1175.65	1328.73	1044.49	1379.57	1636.5100000000002	1077.67	1256.51	1096.51	763.8299999999999	572.5	371.0	912.59	639.0699999999999	831.3299999999999	1414.0	1241.8300000000002	1449.14	1578.66	1128.0	259.83	361.5	343.33	302.83	247.5	73.0	63.0	100.5
1.1.1.16	Galactitol 2-dehydrogenase	254.0	219.0	86.0	316.0	107.0	42.0	53.0	56.0	80.0	88.0	65.0	54.0	93.0	102.0	78.0	138.0	40.0	48.0	69.0	60.0	47.0	59.0	20.0	113.0	59.0	217.0	143.0	226.0	151.0	259.0	38.0	74.0	27.0	23.0	73.0	186.0	167.0	162.0	49.0	92.5	117.0	156.0	112.5	103.0	167.0	281.0	81.0	127.0	37.0	30.0	51.0	66.0	31.0	118.0	185.0	155.0	179.0	565.0	271.0	148.0	331.0	277.5	44.0	153.0	86.0	119.0	63.0	11.0	15.0	21.0
1.1.1.163	Cyclopentanol dehydrogenase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.169	2-dehydropantoate 2-reductase	14042.35	18852.86	15385.43	15519.88	12058.36	12645.15	13458.08	14681.9	13093.79	15615.12	12275.170000000002	11766.36	11310.67	11130.760000000002	10748.95	11051.21	15405.35	12856.2	11832.11	15090.65	12827.18	14859.670000000002	10779.51	12539.62	15201.05	15869.18	13492.7	14159.42	14330.669999999998	14151.36	13465.54	17948.39	12139.13	13699.82	9267.4	8168.95	7100.25	7425.0	9863.62	34575.1	15908.69	13048.56	32286.05	16325.929999999998	13500.41	16490.84	21866.52	18533.38	20229.4	16253.46	15080.46	15549.72	11394.28	8743.0	12967.08	12145.48	12100.919999999998	13999.83	13920.639999999998	15400.48	17022.920000000002	14270.78	8400.779999999999	9002.49	8381.4	8968.869999999999	12071.83	13869.84	11389.12	8817.59
1.1.1.17	Mannitol-1-phosphate 5-dehydrogenase	34.0	40.6	98.5	96.6	233.17	198.0	242.0	5.0	42.0	34.0	117.75	8.75	1041.0	114.0	356.5	495.91	107.0	202.0	158.75	164.0	95.5	67.0	11.0	20.25	0.0	41.0	146.75	81.0	0.0	16.0	4378.8	6368.98	4026.98	4742.43	2302.07	325.5	127.0	89.5	326.0	43.0	140.91	91.22	68.0	48.0	48.5	55.0	0.0	30.0	95.0	91.0	81.0	120.0	134.0	69.0	33.0	38.0	4.0	54.0	58.5	31.0	91.0	47.0	1900.77	1854.41	1716.29	1288.0	3239.0	5755.07	4553.0	2865.37
1.1.1.173	L-rhamnose 1-dehydrogenase	1539.92	2858.59	1928.99	2089.83	422.16	773.8299999999999	721.8399999999999	812.0	805.66	1276.16	484.34	629.6700000000001	359.16	376.18	355.34000000000003	357.83	676.6700000000001	221.0	272.67	999.34	241.67	408.5	22.5	402.17	723.6600000000001	801.1700000000001	556.84	448.25	646.8299999999999	333.84000000000003	107.0	79.0	68.0	117.0	44.0	158.5	82.0	2.5	945.83	5243.0	1531.67	1060.17	5156.0	605.99	904.57	457.33	2126.74	1370.17	1758.17	1204.51	666.34	595.0	383.0	41.0	460.17	452.66	448.33	562.33	481.33	926.32	1093.83	399.0	1.0	1.0	54.0	100.0	18.5	70.0	53.0	16.0
1.1.1.175	D-xylose 1-dehydrogenase	3205.42	4778.09	3099.99	3550.58	1564.83	2126.5	2212.01	2680.3	2312.91	3102.66	1921.09	1692.42	1501.66	1706.76	1674.17	1617.5	2106.42	989.25	1254.17	2562.09	1349.92	1721.25	723.25	1490.17	2369.91	2632.17	2029.84	1795.5	2046.53	1876.84	397.42	163.57999999999998	184.17	201.5	290.25	1015.5	891.9200000000001	694.3299999999999	1919.33	7107.92	2761.59	2395.0	6628.34	2051.99	2487.65	2315.66	3923.24	3322.25	4249.17	3097.34	1981.34	2275.08	1657.0	548.67	1609.17	1576.16	1726.75	2600.33	2073.33	2443.82	3409.83	1957.25	269.25	584.3299999999999	432.58	540.6700000000001	432.67	176.08	157.42000000000002	168.0
1.1.1.178	3-hydroxy-2-methylbutyryl-CoA dehydrogenase	655.0	1033.0	855.0	1044.0	75.0	179.0	185.0	94.0	192.0	12.0	66.0	50.0	41.0	99.0	0.0	86.0	81.0	0.0	24.0	61.0	0.0	161.0	0.0	14.0	113.0	92.0	42.0	72.0	74.0	84.0	75.0	54.0	45.0	84.0	0.0	0.0	0.0	0.0	326.0	4145.0	734.0	421.0	4271.0	123.0	162.0	40.0	992.0	76.0	450.0	171.0	48.0	69.0	0.0	0.0	0.0	0.0	0.0	38.0	58.0	82.0	102.0	43.0	0.0	0.0	0.0	73.0	0.0	60.0	53.0	12.0
1.1.1.179	D-xylose 1-dehydrogenase (NADP(+))	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.18	Inositol 2-dehydrogenase	8299.09	12035.32	9308.97	9356.62	5214.110000000001	6337.18	6430.56	6564.200000000001	5491.98	7607.48	6413.81	5985.51	5051.98	5542.360000000001	4513.57	4619.98	6026.16	4561.7	4154.92	6614.620000000001	4674.650000000001	3684.5	4210.0	4534.26	5030.68	5482.719999999999	5001.52	4463.42	5200.79	4601.35	2844.2700000000004	3109.19	2820.28	2753.11	3322.65	3620.74	2168.9300000000003	2652.16	5827.98	23274.94	8133.87	6174.59	22478.42	5239.47	6578.620000000001	4810.099999999999	9761.669999999998	6929.34	10512.72	7854.92	6112.18	6137.879999999999	4928.28	2143.69	4865.7300000000005	4140.68	4491.110000000001	4520.34	4504.77	6258.18	5831.03	3951.53	2286.63	2047.14	2497.4	2266.68	1910.67	2137.94	2684.05	2384.9700000000003
1.1.1.193	5-amino-6-(5-phosphoribosylamino)uracil reductase	9182.08	7894.6	8621.49	8302.31	8412.009999999998	8395.73	8829.42	12694.3	11245.66	11822.16	13105.88	13745.92	7099.1	7461.34	6471.68	7526.85	10527.33	10056.4	9347.5	9946.48	9987.1	12013.0	16336.5	11738.92	11657.07	11370.58	11098.59	11951.76	11873.19	11743.99	8323.470000000001	10318.1	7967.240000000001	8529.95	6359.66	7121.28	6331.59	7086.0	4958.49	10620.43	8288.86	7311.93	10906.57	11717.99	8764.42	10891.95	10340.86	12029.17	10700.61	9883.13	10703.48	11413.23	9963.34	7807.35	9992.5	8718.279999999999	8789.73	11026.01	10806.44	11871.53	11763.9	11886.64	5998.52	6743.99	6381.78	6522.01	7644.7	8297.17	7013.85	5649.25
1.1.1.2	Alcohol dehydrogenase (NADP(+))	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.202	1,3-propanediol dehydrogenase	75.0	85.5	70.5	128.0	230.5	197.5	291.0	67.0	119.0	28.5	168.0	56.0	424.94	192.0	183.11	178.5	201.5	288.0	111.0	163.0	225.0	32.0	90.0	142.5	70.5	38.0	46.5	106.17	100.5	122.83	3510.89	5509.72	2953.5	3336.56	1859.0	433.0	98.0	329.5	238.0	105.0	65.0	234.0	516.5	26.0	66.5	89.5	63.5	57.0	98.0	113.0	98.0	88.0	41.0	51.0	149.0	41.0	36.5	120.0	139.5	108.0	95.0	118.0	1649.5	1564.5	1283.0	1301.94	2909.22	4453.4400000000005	2992.56	1856.0
1.1.1.203	Uronate dehydrogenase	4639.34	7509.01	5261.98	5657.3	2076.99	2686.22	2686.42	3178.4	3048.57	3715.24	2099.05	2181.09	2080.26	2241.1	1785.06	1825.27	2078.42	1434.45	1416.9199999999998	2785.23	1382.53	2304.08	1150.25	1799.34	3095.6800000000003	3501.67	2430.1800000000003	2396.0	2710.86	2470.6800000000003	498.89	634.64	490.21	593.9	848.49	1446.5	1191.92	1355.33	3043.49	16046.85	5021.04	3815.42	15719.740000000002	2727.48	3577.6600000000003	3206.76	7273.309999999999	4270.59	5617.610000000001	3715.47	2431.73	2596.15	1575.84	803.3399999999999	2009.79	2032.36	1891.28	2783.5	2516.15	3149.3099999999995	4007.0	2234.58	521.06	1008.58	918.37	1085.17	793.0	460.32	373.12	334.42
1.1.1.205	IMP dehydrogenase	9169.41	8200.93	8709.49	8234.89	8485.74	8688.23	8856.59	12420.9	10857.91	11493.66	13080.63	13601.67	7330.54	7712.76	6636.92	7573.26	10639.41	10412.35	9530.5	10030.4	10046.51	11530.25	16750.75	11979.42	11396.79	11038.49	10796.59	11969.51	11710.42	11436.82	8515.77	10553.66	8460.490000000002	8644.51	6811.58	7484.61	6350.67	7853.84	5243.82	10504.34	8423.52	7106.83	11292.56	11944.99	8630.09	10352.81	9778.65	11579.26	10852.61	10056.8	10842.48	11590.98	9900.34	7840.68	10322.38	8831.36	8894.84	10685.01	10734.48	12046.74	11272.38	11856.03	6269.27	6511.41	6527.03	6671.780000000001	7869.580000000001	8686.67	7185.16	5943.86
1.1.1.206	Tropinone reductase I	123.5	217.0	189.0	94.5	35.0	33.0	16.5	16.0	2.0	13.0	4.0	3.0	73.5	59.0	24.5	46.5	0.0	22.0	0.0	0.0	27.0	17.0	0.0	15.5	10.0	56.0	29.0	62.0	47.0	40.0	0.0	0.0	0.0	5.0	0.0	15.5	8.5	11.0	32.5	143.0	50.5	97.5	162.0	0.0	69.0	40.5	50.0	7.5	43.0	61.0	17.5	24.0	51.0	9.0	96.0	12.0	103.5	47.0	74.0	71.0	59.5	37.0	10.0	17.0	23.0	0.0	5.5	0.0	18.0	7.0
