	SXXY_W_4S	JSJH_P_2	AHHS_W_3	SXXY_W_4	HNSX_P_CK1	HNSX_W_10	AHSZ_W_5	AHHS_W_4S	HNSX_P_6S	HNSX_P_16	SXYZ_P_7	HBYX_P_5	AHSZ_W_4S	SXXY_W_3	HNSX_W_CK3	AHYX_P_5S	AHJZ_P_17	SXYZ_P_CK3	HBHM_W_6S	HNSX_W_20	JSTS_W_CK3	JSJH_P_CK2	HBYX_W_21S	SXXY_W_6S	HBHA_P_CK3	SXXY_W_2	HBHM_W_CK3	HBHA_P_CK1	JSTS_W_48S	AHJZ_P_21S	HBLT_W_4	HBHA_P_12S	HBLT_W_1	HBHM_W_CK2	JSTS_W_49	HNSX_W_8S	AHSZ_W_2	JSJR_P_6S	HBHA_P_9	SXYZ_P_15S	HNSX_W_18	HBHM_W_14	HBHM_W_9	HBHA_P_3	HBHA_P_4	HBYX_W_14S	AHHS_W_3S	AHSZ_W_1S	HBLT_W_2S	JSTS_W_48	HBYX_W_17S	AHSZ_W_2S	SXXY_W_1S	HBLT_W_5	JSTS_W_49S	AHHS_W_1	JSJH_P_8	HNSX_P_7S	HNSX_W_15	HBYX_P_5S	HNSX_P_CK3	AHJZ_P_21	HBYX_P_2	HBHM_W_CK1	HBHA_P_2S	JSJH_P_8S	HNSX_P_3S	HNSX_W_10S	JSTS_W_45	SXYZ_P_15	HNSX_P_20S	AHYX_P_18S	HNSX_W_CK1	SXYZ_P_CK1	HBHM_W_9S	HBYX_W_14	HBHM_W_6	JSTS_W_CK1	AHYX_P_18	HBYX_P_4S	JSJR_P_6	HBHA_P_3S	HNSX_P_3	SXXY_W_CK2	AHYX_P_7S	HBLT_W_1S	JSJH_P_2S	JSJH_P_CK1	HBHA_P_CK2	JSJH_P_CK3	JSTS_W_44S	HBHA_P_9S	HNSX_P_CK2	AHYX_P_9	HBYX_W_21	SXXY_W_6	HNSX_W_18S	HBLT_W_5S	AHSZ_W_3S	JSTS_W_44	HBHM_W_1	AHJZ_P_CK3	AHSZ_W_3	JSJH_P_4	JSJR_P_14S	AHJZ_P_CK1	HBLT_W_3	AHHS_W_2S	AHJZ_P_13S	HBLT_W_4S	AHYX_P_5	HNSX_W_8	SXYZ_P_13S	JSJH_P_5S	JSJR_P_3	HBHM_W_1S	JSJR_P_3S	SXYZ_P_7S	HNSX_P_20	HNSX_P_6	AHHS_W_2	HBLT_W_3S	HBYX_W_17	JSTS_W_CK2	SXXY_W_3S	AHSZ_W_5S	AHSZ_W_4	JSTS_W_47S	HNSX_W_20S	HBYX_P_4	HBHA_P_4S	AHJZ_P_CK2	JSJR_P_5	SXXY_W_2S	SXYZ_P_13	JSJH_P_3S	JSJR_P_14	AHHS_W_1S	HBLT_W_2	HNSX_P_7	HBYX_P_2S	JSJH_P_5	HNSX_W_15S	AHHS_W_4	AHSZ_W_1	SXXY_W_CK3	HNSX_P_16S	AHJZ_P_13	HBHA_P_12	SXYZ_P_CK2	AHYX_P_9S	JSJH_P_3	JSJR_P_5S	SXXY_W_CK1	AHJZ_P_17S	JSTS_W_47	HBYX_P_1	HBYX_P_1S	HBHA_P_2	JSTS_W_45S	HBYX_P_3	SXXY_W_1	HNSX_W_CK2	HBYX_P_3S	HBHM_W_14S	AHYX_P_7	JSJH_P_4S
g__Neostrelitziana	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	326	0	0	310	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	54	0	0	0	0	0	0	1186	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	54	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
g__Uncispora	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	7	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Xenobotrytis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Xylohypha	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Anthopsis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Cyphellophora	2	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	9	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	14	0	0	0	4	0	0	0	0	0	0	0	9	0	0	0	0	3	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
g__Capronia	0	0	0	0	0	0	0	0	0	0	0	0	7	0	94	0	0	0	25	2	0	346	0	0	0	0	45	0	3	0	0	0	0	221	0	180	0	0	0	0	0	0	1	0	0	0	0	67	47	0	0	489	0	0	3	0	0	0	0	0	0	0	0	110	0	500	0	111	0	0	0	0	151	0	39	0	0	0	0	0	0	0	0	0	0	25	87	390	0	814	0	0	0	0	0	0	4	49	60	0	0	0	0	0	0	0	10	0	0	9	0	0	0	199	0	558	2	0	0	0	0	103	0	4	0	23	0	0	297	0	0	0	0	0	0	199	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	27	0	143	0	434
g__Cladophialophora	0	25	7	0	0	189	0	40	39	0	0	0	20	0	432	2	21	0	85	56	133	14	783	0	31	52	33	11	80	82	0	11	0	143	0	354	0	3	0	0	0	79	11	0	3	185	45	357	147	0	282	628	0	66	47	24	0	107	3	0	3	1	0	120	8	22	9	118	8	0	16	4	397	0	184	0	0	130	0	0	0	2	0	0	1	88	105	103	14	9	136	21	7	0	8	0	306	69	243	142	21	4	0	0	7	1	86	21	3	36	0	11	0	129	0	196	7	0	0	0	3	23	29	209	6	736	0	216	620	0	7	8	3	18	0	157	0	75	301	48	0	5	196	0	110	0	0	6	0	0	23	8	8	0	44	227	0	0	0	122	0	0	82	0	141	0	115
g__Exophiala	215	0	0	0	33	0	0	4	143	0	0	0	0	0	77	1	0	12	0	0	18	0	391	117	0	0	0	0	10	4	0	0	0	3	0	433	0	7	0	22	0	0	0	0	0	36	0	0	16	0	119	0	50	0	5	0	0	192	0	0	23	0	7	0	0	0	26	219	0	0	123	4	144	43	0	0	0	59	0	2	0	0	0	476	26	84	0	0	0	0	5	0	88	0	0	3	65	99	0	0	0	4	0	0	0	1	0	0	0	75	0	0	4	1	0	0	10	38	0	0	0	0	0	80	80	0	0	2	28	0	0	2	0	129	0	0	0	0	0	0	3	0	177	0	0	413	30	0	0	0	5	0	10	133	9	0	0	1	0	5	0	9	91	4	0	0	4
g__Fonsecaea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Herpotrichiellaceae_gen_Incertae_sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	31	49	634	0	0	0	2	0	2	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	142	0	0	174	0	61	0	0	0	7	0	0	0	0	0	0	0	0	468	0	0	0	4	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	85	31	433	0	2117	2	0	0	0	0	0	10	48	0	0	0	0	0	0	9	0	0	0	0	44	0	0	0	153	0	38	0	0	0	0	0	5	0	45	0	1	0	539	2	0	0	0	0	0	0	47	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	24	0	72	0	297
g__Melanoctona	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Minimelanolocus	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Neocladophialophora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Phialophora	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	62	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	7	0	0	0	0	0	0	22
g__Rhinocladiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	30	0	0	0	0	0	7	0	0	0	0	0	0	22	0	0	0	1	0	0	0	0	0	94	0	0	0	0	5	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	5	0	0	18	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0
g__Thysanorea	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Veronaea	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__unclassified_f__Herpotrichiellaceae	1	0	0	0	0	30	0	26	12	0	0	0	136	0	486	0	0	0	15	0	531	0	142	0	0	0	17	0	51	15	0	0	0	754	0	23	0	49	0	0	0	0	0	0	0	117	25	606	50	0	50	164	0	0	42	0	0	29	0	0	2	0	0	94	0	8	0	554	0	0	19	0	85	0	44	0	0	472	0	0	0	0	0	10	0	268	31	35	0	0	104	0	10	0	0	9	0	300	202	0	0	25	0	0	1	47	0	13	17	181	0	0	0	105	0	289	77	0	0	0	0	220	0	481	4	1098	0	209	94	0	0	90	0	10	0	43	0	53	0	0	0	0	67	0	0	6	0	0	0	3	0	0	361	0	105	0	0	0	0	741	0	0	98	0	83	0	96
g__Paracladophialophora	11	0	0	0	15	0	0	6	16	0	0	0	6	0	179	0	0	0	205	0	194	0	480	1	0	0	27	0	108	0	0	0	0	33	0	778	0	77	0	0	0	0	0	0	0	593	3	42	149	0	162	51	3	0	73	0	0	26	0	0	19	0	0	55	0	0	5	176	0	0	11	0	265	0	49	0	0	604	0	0	0	0	0	7	0	340	4	15	0	0	127	0	26	0	0	0	48	200	24	0	0	1	0	0	0	13	0	0	0	180	0	0	0	8	0	21	31	0	0	0	0	52	0	381	14	91	0	164	182	0	0	0	0	15	0	5	0	3	3	0	0	0	421	0	0	34	0	0	0	0	0	0	38	0	0	0	0	0	0	225	0	0	83	0	28	0	4
g__Strelitziana	0	0	0	0	0	0	0	64	0	0	0	0	38	0	0	0	0	0	0	0	16	3	0	0	0	0	2	0	37	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	8	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
g__Bradymyces	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Knufia	0	0	0	0	142	0	0	26	35	0	0	0	0	0	4	0	0	0	48	0	0	19	222	0	20	0	18	30	0	5	0	0	0	186	0	1036	0	24	0	3	0	0	0	0	0	477	0	0	32	0	166	0	1	0	0	0	0	75	0	0	30	0	0	25	8	7	6	71	0	0	26	0	94	0	0	0	0	6	0	0	0	22	0	1	0	32	13	215	18	0	0	8	44	0	0	0	25	23	0	0	0	48	0	0	52	26	0	1	6	5	0	0	0	5	0	7	7	0	0	0	0	0	0	10	82	0	0	27	15	0	4	7	0	83	0	12	0	49	0	0	0	0	142	0	0	9	7	0	0	40	0	0	7	0	11	0	0	0	0	0	0	0	11	0	0	0	50
g__Lithohypha	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Trichomeriaceae_gen_Incertae_sedis	0	0	0	0	12	0	0	0	2	0	0	0	0	0	0	0	0	21	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	5	0	0	0	0	0	4	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	14	0	0	0	3	19	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	44	0	0	46	0	0	0	0	0	0	0	0	0	0	9	0	0	0
g__Trichomerium	0	0	0	0	0	0	0	152	0	0	0	0	8	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	15	0	0	3	0	0	0	6	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	2	1	0	11	0	0	0	0	0	0	0	0	0	33	0	0	0	14	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	7	0	0	0	0	0	47	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
g__unclassified_f__Trichomeriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__unclassified_o__Chaetothyriales	0	0	0	0	9	0	0	363	18	0	0	0	1	1	15	44	0	5	128	0	3	155	240	0	463	0	0	648	0	481	0	412	0	41	0	6	0	259	0	0	0	0	0	0	7	345	142	13	72	0	28	120	0	8	0	0	0	5	0	0	20	0	0	43	482	1483	0	15	0	0	6	50	4	11	1	0	0	10	0	0	0	430	0	0	26	639	176	406	814	328	0	416	0	0	0	0	0	319	8	0	0	147	0	0	230	329	57	168	116	262	0	0	0	169	0	84	368	3	0	0	0	37	0	62	4	10	0	131	24	0	280	415	0	0	0	273	0	698	1	0	1	0	14	0	0	0	6	0	0	32	17	0	1195	0	498	0	0	0	158	0	0	0	0	0	3	0	289
g__Aspergillus	0	0	0	0	6	0	0	0	1	0	0	0	71	0	0	4	0	102	61	0	64	48	1106	20	1708	0	75	150	24	16	0	171	0	25	0	0	0	29	0	32	0	0	0	0	0	63	0	8	80	0	350	0	62	0	15	0	0	0	0	1	9	0	0	91	333	21	0	0	0	0	0	13	0	437	21	0	0	78	0	0	0	349	0	19	14	20	43	90	1653	146	24	230	12	0	0	0	0	24	6	0	0	65	0	0	276	14	0	0	103	21	0	0	27	0	0	37	163	40	0	0	0	0	0	24	0	41	0	0	0	0	93	103	0	0	0	10	0	6	0	0	0	0	0	0	0	0	0	0	0	140	2	0	58	6	91	0	0	0	0	7	0	0	0	2	5	0	174
g__Dichotomomyces	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Eladia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Paecilomyces	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Penicillium	219	0	0	0	164	0	0	70	90	0	0	0	382	0	102	45	0	0	421	0	1061	44	326	51	330	0	133	469	369	22	0	124	0	183	0	459	0	91	0	5	0	0	0	0	0	387	8	203	620	0	435	900	133	0	137	0	0	270	0	6	34	0	0	177	133	58	120	352	0	0	26	87	509	9	264	0	0	708	0	14	0	171	0	162	100	811	169	155	1063	69	302	223	97	0	0	0	581	602	623	0	0	259	0	0	31	350	0	0	78	612	0	0	2	56	0	556	143	4	0	0	0	144	0	487	294	738	0	476	372	0	568	336	0	258	0	185	0	48	0	0	10	0	344	0	0	280	31	0	0	875	31	0	33	1617	360	0	0	2	0	722	0	0	126	12	118	0	13
g__Phialomyces	0	0	0	0	0	0	0	7	4	0	0	0	908	0	50	0	0	0	184	0	88	9	0	0	0	0	125	0	18	0	0	0	0	95	0	24	0	0	0	0	0	0	0	0	0	0	0	997	127	0	0	771	0	0	49	0	0	20	0	0	0	0	0	180	0	5	0	163	0	0	0	0	571	0	198	0	0	57	0	0	0	0	0	0	0	43	16	43	0	79	51	0	0	0	0	0	158	12	1062	0	0	0	0	0	3	0	0	0	0	22	0	0	0	59	0	676	0	0	0	0	0	50	0	74	0	1240	0	58	385	0	0	0	0	0	0	9	0	13	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	57	0	48	0	36
g__Talaromyces	50	0	0	0	12	0	0	351	0	0	0	0	134	0	0	7	0	1017	416	0	60	109	0	4	1763	0	90	3655	137	164	0	512	0	198	0	73	0	9	0	107	0	0	0	0	1	12	111	51	33	0	159	349	17	0	128	0	0	387	0	4	36	1	0	849	1075	1999	38	0	0	0	2	3	9	1776	136	0	0	33	0	16	0	1608	0	21	4	16	393	423	3379	1483	35	1209	19	0	0	0	0	39	170	0	0	98	0	0	519	102	0	7	28	34	0	0	197	1129	0	654	79	111	0	0	0	22	0	103	165	396	0	191	3	0	914	108	0	263	0	1225	0	75	0	0	10	0	99	0	0	65	27	0	0	16	4	0	5	26	41	0	0	0	0	20	0	0	2	6	110	0	2787
